ds,y,tool,dz
7/27/2022,139.2483,23,dz3
7/27/2022,140.1334,8,dz3
7/28/2022,141.2626,8,dz3
7/28/2022,140.82,23,dz3
7/29/2022,140.2783,23,dz3
7/29/2022,140.347,8,dz3
7/30/2022,140.6598,8,dz3
7/30/2022,139.9426,23,dz3
7/31/2022,141.1862,8,dz3
7/31/2022,140.8124,23,dz3
8/6/2022,137.7453,8,dz3
8/6/2022,135.7845,23,dz3
8/7/2022,140.7743,23,dz3
8/7/2022,140.7743,8,dz3
8/10/2022,137.8903,23,dz3
8/10/2022,138.432,8,dz3
8/11/2022,141.0337,23,dz3
8/11/2022,140.4157,8,dz3
8/12/2022,141.026,23,dz3
8/12/2022,140.5911,8,dz3
8/13/2022,140.4004,23,dz3
8/13/2022,140.7437,8,dz3
8/14/2022,140.5454,23,dz3
8/14/2022,139.7672,8,dz3
8/15/2022,139.3933,23,dz3
8/15/2022,139.7977,8,dz3
8/18/2022,139.4543,8,dz3
8/18/2022,140.1334,23,dz3
8/19/2022,140.7666,8,dz3
8/19/2022,140.7743,23,dz3
8/20/2022,140.9879,8,dz3
8/20/2022,140.7056,23,dz3
8/21/2022,140.7285,23,dz3
8/21/2022,140.965,8,dz3
8/22/2022,140.0189,8,dz3
8/22/2022,139.1491,23,dz3
8/23/2022,140.1028,8,dz3
8/23/2022,138.5998,23,dz3
8/25/2022,137.5774,23,dz3
8/25/2022,135.9523,8,dz3
8/26/2022,129.5816,8,dz3
8/26/2022,1.503037,23,dz3
8/27/2022,140.1868,23,dz3
8/27/2022,139.6603,8,dz3
8/28/2022,139.9655,23,dz3
8/28/2022,139.0957,8,dz3
8/29/2022,139.9884,23,dz3
8/29/2022,139.523,8,dz3
8/30/2022,140.5606,23,dz3
8/30/2022,140.3928,8,dz3
8/31/2022,139.9503,8,dz3
8/31/2022,140.6217,23,dz3
9/5/2022,140.2173,23,dz3
9/5/2022,139.3704,8,dz3
9/6/2022,141.4686,23,dz3
9/6/2022,140.8887,8,dz3
9/7/2022,140.0189,23,dz3
9/7/2022,140.0342,8,dz3
9/8/2022,138.9508,23,dz3
9/8/2022,138.6608,8,dz3
9/12/2022,140.3775,8,dz3
9/12/2022,140.3546,23,dz3
9/13/2022,140.1334,8,dz3
9/13/2022,139.5688,23,dz3
9/14/2022,140.6598,23,dz3
9/14/2022,140.2783,8,dz3
9/15/2022,140.1944,23,dz3
9/15/2022,140.6827,8,dz3
9/16/2022,140.8124,23,dz3
9/16/2022,140.3775,8,dz3
9/17/2022,140.4462,8,dz3
9/17/2022,140.1868,23,dz3
9/18/2022,139.8206,23,dz3
9/18/2022,140.2707,8,dz3
9/20/2022,135.7005,23,dz3
9/20/2022,135.0291,8,dz3
9/21/2022,138.348,23,dz3
9/21/2022,138.6608,8,dz3
9/22/2022,137.7682,23,dz3
9/22/2022,137.4477,8,dz3
9/23/2022,138.3175,23,dz3
9/23/2022,138.3404,8,dz3
9/24/2022,137.5622,8,dz3
9/24/2022,137.7377,23,dz3
9/25/2022,135.7158,8,dz3
9/25/2022,87.66442,23,dz3
9/28/2022,135.9371,8,dz3
9/28/2022,135.9447,23,dz3
9/29/2022,140.202,8,dz3
9/29/2022,140.0266,23,dz3
10/1/2022,0,23,dz3
10/1/2022,0,8,dz3
10/2/2022,0,8,dz3
10/2/2022,0,23,dz3
10/3/2022,140.904,8,dz3
10/3/2022,140.2173,23,dz3
10/4/2022,140.1257,23,dz3
10/4/2022,140.1105,8,dz3
10/5/2022,140.6293,23,dz3
10/5/2022,140.8811,8,dz3
10/6/2022,139.8053,8,dz3
10/6/2022,139.8358,23,dz3
10/7/2022,139.7061,23,dz3
10/7/2022,140.4538,8,dz3
10/8/2022,140.2936,23,dz3
10/8/2022,140.4004,8,dz3
10/9/2022,140.347,23,dz3
10/9/2022,140.6522,8,dz3
10/10/2022,140.6827,8,dz3
10/10/2022,140.7819,23,dz3
10/11/2022,137.9284,23,dz3
10/11/2022,138.0123,8,dz3
10/12/2022,137.5851,23,dz3
10/12/2022,137.8674,8,dz3
10/13/2022,138.8669,23,dz3
10/13/2022,139.2941,8,dz3
10/14/2022,139.172,23,dz3
10/14/2022,138.9584,8,dz3
10/15/2022,139.3933,8,dz3
10/15/2022,138.1954,23,dz3
10/16/2022,139.6145,8,dz3
10/16/2022,139.3704,23,dz3
10/17/2022,138.8363,23,dz3
10/17/2022,139.584,8,dz3
10/18/2022,140.1715,8,dz3
10/20/2022,138.7677,23,dz3
10/20/2022,139.5077,8,dz3
10/21/2022,137.7224,23,dz3
10/21/2022,136.784,8,dz3
10/29/2022,139.6985,23,dz3
10/29/2022,140.5911,8,dz3
10/30/2022,107.0208,8,dz3
10/31/2022,139.8587,8,dz3
10/31/2022,139.0271,23,dz3
11/1/2022,140.8887,8,dz3
11/1/2022,141.2854,23,dz3
11/4/2022,0,8,dz3
11/4/2022,0,23,dz3
11/5/2022,0,8,dz3
11/5/2022,0,23,dz3
11/6/2022,0,23,dz3
11/6/2022,0,8,dz3
11/10/2022,141.5296,23,dz3
11/10/2022,140.8506,8,dz3
11/11/2022,141.6211,23,dz3
11/11/2022,140.6903,8,dz3
11/12/2022,141.3694,8,dz3
11/12/2022,141.4457,23,dz3
11/23/2022,139.7672,23,dz3
11/23/2022,139.7672,8,dz3
11/24/2022,141.3694,23,dz3
11/24/2022,141.2168,8,dz3
11/25/2022,141.4914,23,dz3
11/25/2022,141.3083,8,dz3
11/26/2022,139.7366,23,dz3
11/26/2022,139.4848,8,dz3
11/28/2022,138.3557,23,dz3
11/28/2022,140.8048,8,dz3
11/29/2022,42.01636,8,dz3
11/29/2022,140.3546,23,dz3
11/30/2022,140.0494,8,dz3
11/30/2022,141.2473,23,dz3
12/1/2022,140.7819,23,dz3
12/1/2022,140.7437,8,dz3
12/2/2022,140.82,23,dz3
12/2/2022,140.3317,8,dz3
12/3/2022,140.6369,8,dz3
12/3/2022,139.9274,23,dz3
12/12/2022,18.96725,8,dz3
12/13/2022,19.59288,8,dz3
1/7/2023,11.94037,8,dz3
1/17/2023,10.67385,8,dz3
1/18/2023,10.05585,8,dz3
1/19/2023,9.590442,8,dz3
1/20/2023,11.84881,8,dz3
1/21/2023,6.942961,8,dz3
1/22/2023,10.6357,8,dz3
1/23/2023,7.095553,8,dz3
2/2/2023,82.35419,23,dz3
2/3/2023,139.4009,23,dz3
2/10/2023,1.564074,23,dz3
2/10/2023,11.73437,8,dz3
2/11/2023,11.70385,8,dz3
2/12/2023,10.26185,8,dz3
2/13/2023,6.485183,8,dz3
2/16/2023,14.20637,8,dz3
2/20/2023,15.48051,8,dz3
2/21/2023,11.41392,8,dz3
2/22/2023,15.64074,8,dz3
2/24/2023,11.58177,8,dz3
2/27/2023,8.781701,8,dz3
2/28/2023,11.67333,8,dz3
3/3/2023,10.85696,8,dz3
3/16/2023,5.989257,8,dz3
3/17/2023,7.15659,8,dz3
3/27/2023,13.184,8,dz3
3/28/2023,10.89511,8,dz3
3/29/2023,11.36814,8,dz3
3/30/2023,14.14533,8,dz3
3/31/2023,10.23896,8,dz3
4/1/2023,10.31526,8,dz3
4/3/2023,13.67992,8,dz3
4/4/2023,11.68096,8,dz3
4/5/2023,10.40681,8,dz3
4/6/2023,9.231849,8,dz3
4/7/2023,8.438368,8,dz3
4/10/2023,10.58229,8,dz3
4/17/2023,11.61992,8,dz3
4/18/2023,8.148442,8,dz3
7/20/2023,152.53914,7,dz9
7/20/2023,152.81381,23,dz9
7/21/2023,153.72173,23,dz9
7/21/2023,154.01166,7,dz9
7/22/2023,147.13736,7,dz9
7/22/2023,146.6567,23,dz9
7/24/2023,146.8627,23,dz9
7/24/2023,146.82455,7,dz9
7/25/2023,154.92722,7,dz9
7/25/2023,155.94196,23,dz9
7/26/2023,155.01877,7,dz9
7/26/2023,154.51521,23,dz9
7/27/2023,155.14084,23,dz9
7/27/2023,155.40788,7,dz9
7/28/2023,147.73247,7,dz9
7/28/2023,147.77826,23,dz9
7/28/2023,142.9029,8,dz3
7/29/2023,151.17343,7,dz9
7/29/2023,153.27922,23,dz9
7/30/2023,148.90744,23,dz9
7/30/2023,146.80167,7,dz9
7/31/2023,155.24765,7,dz9
7/31/2023,142.7351,8,dz3
7/31/2023,152.75278,23,dz9
8/1/2023,153.21054,7,dz9
8/1/2023,154.70595,23,dz9
8/1/2023,138.1954,8,dz4
8/1/2023,142.4833,23,dz4
8/1/2023,140.08,8,dz3
8/2/2023,152.05084,7,dz9
8/2/2023,147.03818,23,dz9
8/2/2023,146.7788,23,dz4
8/2/2023,146.2294,8,dz4
8/2/2023,142.0179,8,dz3
8/3/2023,145.59618,23,dz9
8/3/2023,145.69536,7,dz9
8/3/2023,147.0153,8,dz4
8/3/2023,146.3744,23,dz4
8/3/2023,6.576739,8,dz3
8/4/2023,146.38203,7,dz9
8/4/2023,145.6572,23,dz4
8/4/2023,146.0387,8,dz4
8/4/2023,145.84796,23,dz9
8/4/2023,7.17185,8,dz3
8/4/2023,105.3575,23,dz2
8/4/2023,105.0371,8,dz2
8/5/2023,153.56914,7,dz9
8/5/2023,12.93985,8,dz3
8/5/2023,106.9369,23,dz2
8/5/2023,105.739,8,dz2
8/5/2023,146.1455,8,dz4
8/5/2023,146.1608,23,dz4
8/5/2023,148.80826,23,dz9
8/6/2023,142.5214,23,dz4
8/6/2023,145.50462,7,dz9
8/6/2023,102.9923,8,dz2
8/6/2023,144.39833,23,dz9
8/6/2023,143.8643,8,dz4
8/6/2023,102.443,23,dz2
8/6/2023,18.58577,8,dz3
8/7/2023,75.85375,23,dz9
8/7/2023,147.30522,7,dz9
8/7/2023,0,8,dz4
8/7/2023,0,8,dz11
8/7/2023,0,23,dz4
8/7/2023,105.0981,8,dz2
8/7/2023,106.09,23,dz2
8/7/2023,0,8,dz1
8/7/2023,0,23,dz1
8/8/2023,152.88248,7,dz9
8/8/2023,153.46233,23,dz9
8/8/2023,0,8,dz11
8/8/2023,0,23,dz4
8/8/2023,0,8,dz4
8/8/2023,105.4949,8,dz2
8/8/2023,0,23,dz1
8/8/2023,0,8,dz1
8/8/2023,107.12,23,dz2
8/8/2023,0,8,dz3
8/9/2023,147.68669,23,dz9
8/9/2023,153.35551,7,dz9
8/9/2023,0,8,dz3
8/9/2023,0,8,dz11
8/9/2023,0,23,dz4
8/9/2023,0,8,dz4
8/9/2023,106.8453,23,dz2
8/9/2023,105.7009,8,dz2
8/9/2023,0,23,dz1
8/9/2023,0,8,dz1
8/10/2023,0,23,dz1
8/10/2023,152.12714,7,dz9
8/10/2023,0,8,dz11
8/10/2023,0,8,dz1
8/10/2023,0,8,dz3
8/10/2023,105.4338,23,dz2
8/10/2023,105.1134,8,dz2
8/10/2023,0,23,dz4
8/10/2023,0,8,dz4
8/10/2023,152.54677,23,dz9
8/11/2023,0,8,dz11
8/11/2023,153.98114,23,dz9
8/11/2023,153.08084,7,dz9
8/11/2023,0,8,dz4
8/11/2023,0,23,dz4
8/11/2023,0,8,dz3
8/11/2023,104.8692,23,dz2
8/11/2023,0,8,dz1
8/11/2023,0,23,dz1
8/11/2023,102.6566,8,dz2
8/12/2023,0,8,dz11
8/12/2023,146.9924,7,dz9
8/12/2023,0,8,dz4
8/12/2023,153.12662,23,dz9
8/12/2023,0,8,dz3
8/12/2023,0,23,dz4
8/12/2023,0,8,dz1
8/12/2023,104.1597,23,dz2
8/12/2023,102.5117,8,dz2
8/12/2023,0,23,dz1
8/13/2023,0,8,dz11
8/13/2023,153.83618,7,dz9
8/13/2023,147.52647,23,dz9
8/13/2023,0,8,dz4
8/13/2023,104.564,23,dz2
8/13/2023,103.9003,8,dz2
8/13/2023,0,8,dz3
8/13/2023,0,8,dz1
8/13/2023,0,23,dz1
8/16/2023,0,8,dz11
8/16/2023,150.18158,23,dz9
8/16/2023,153.84381,7,dz9
8/16/2023,0,8,dz1
8/16/2023,145.5733,23,dz4
8/16/2023,7.530442,8,dz3
8/16/2023,0,23,dz1
8/16/2023,145.4512,8,dz4
8/17/2023,151.50151,7,dz9
8/17/2023,153.10373,23,dz9
8/17/2023,141.4609,8,dz4
8/17/2023,0,8,dz11
8/17/2023,0,8,dz1
8/17/2023,144.2457,23,dz4
8/17/2023,102.9847,8,dz2
8/17/2023,0,23,dz1
8/17/2023,8.896146,8,dz3
8/17/2023,101.619,23,dz2
8/18/2023,0,23,dz1
8/18/2023,153.27159,7,dz9
8/18/2023,0,8,dz11
8/18/2023,104.854,23,dz2
8/18/2023,0,8,dz1
8/18/2023,107.0513,8,dz2
8/18/2023,145.7488,23,dz4
8/18/2023,145.4512,8,dz4
8/18/2023,154.34737,23,dz9
8/19/2023,0,23,dz1
8/19/2023,151.53203,7,dz9
8/19/2023,0,8,dz11
8/19/2023,143.1165,23,dz4
8/19/2023,143.1776,8,dz4
8/19/2023,153.51573,23,dz9
8/19/2023,0,8,dz1
8/20/2023,0,8,dz11
8/20/2023,145.1384,8,dz4
8/20/2023,143.7727,23,dz4
8/20/2023,0,8,dz1
8/20/2023,0,23,dz1
8/21/2023,151.44048,7,dz9
8/21/2023,153.92773,23,dz9
8/21/2023,0,8,dz11
8/21/2023,0,23,dz4
8/21/2023,0,8,dz4
8/21/2023,8.522294,8,dz3
8/21/2023,0,8,dz1
8/21/2023,0,23,dz1
8/22/2023,9.384441,8,dz3
8/22/2023,154.58388,7,dz9
8/22/2023,154.56099,23,dz9
8/22/2023,0,8,dz11
8/22/2023,0,8,dz1
8/22/2023,0,23,dz4
8/22/2023,0,8,dz4
8/22/2023,0,23,dz1
8/23/2023,0,23,dz1
8/23/2023,147.1221,7,dz9
8/23/2023,0,8,dz4
8/23/2023,0,8,dz11
8/23/2023,0,23,dz4
8/23/2023,0,8,dz1
8/23/2023,146.96188,23,dz9
8/23/2023,0,8,dz3
8/24/2023,147.57225,7,dz9
8/24/2023,0,8,dz1
8/24/2023,0,8,dz11
8/24/2023,150.15106,23,dz9
8/24/2023,11.72674,8,dz3
8/24/2023,0,23,dz4
8/24/2023,104.9074,8,dz2
8/24/2023,105.9832,23,dz2
8/24/2023,0,8,dz4
8/24/2023,0,23,dz1
8/25/2023,0,8,dz11
8/25/2023,152.50099,7,dz9
8/25/2023,0,8,dz4
8/25/2023,155.32396,23,dz9
8/25/2023,0,8,dz1
8/25/2023,0,23,dz4
8/25/2023,105.8229,8,dz2
8/25/2023,0,23,dz1
8/25/2023,12.0777,8,dz3
8/25/2023,107.2497,23,dz2
8/26/2023,0,8,dz11
8/26/2023,151.22684,7,dz9
8/26/2023,146.96188,23,dz9
8/26/2023,0,8,dz4
8/26/2023,0,23,dz1
8/26/2023,105.594,23,dz2
8/26/2023,0,8,dz1
8/26/2023,105.06,8,dz2
8/26/2023,0,23,dz4
8/26/2023,12.07007,8,dz3
8/27/2023,0,8,dz11
8/27/2023,0,23,dz1
8/27/2023,145.1155,8,dz4
8/27/2023,104.0834,23,dz2
8/27/2023,103.534,8,dz2
8/27/2023,138.3786,23,dz4
8/27/2023,12.4897,8,dz3
8/27/2023,0,8,dz1
8/28/2023,103.7553,8,dz2
8/28/2023,146.51173,7,dz9
8/28/2023,146.92374,23,dz9
8/28/2023,145.9395,8,dz4
8/28/2023,144.5967,23,dz4
8/28/2023,107.1581,23,dz2
8/29/2023,0,8,dz7
8/29/2023,106.5554,8,dz2
8/29/2023,105.4491,23,dz2
8/29/2023,145.7946,23,dz4
8/29/2023,145.7488,8,dz4
8/30/2023,103.2517,8,dz2
8/30/2023,145.0011,23,dz4
8/30/2023,152.89774,7,dz9
8/30/2023,153.38603,23,dz9
8/30/2023,146.2523,8,dz4
8/30/2023,106.1815,23,dz2
8/30/2023,107.3031,18,dz8
8/30/2023,0,8,dz7
8/31/2023,153.02744,7,dz9
8/31/2023,106.6088,23,dz2
8/31/2023,109.9887,18,dz8
8/31/2023,145.6343,23,dz4
8/31/2023,145.9853,8,dz4
8/31/2023,147.19077,23,dz9
8/31/2023,138.9813,8,dz7
8/31/2023,106.4486,8,dz2
9/1/2023,153.72935,23,dz9
9/1/2023,154.1261,7,dz9
9/1/2023,146.4202,8,dz4
9/1/2023,138.1344,8,dz7
9/1/2023,145.6572,23,dz4
9/1/2023,107.8219,18,dz8
9/1/2023,105.6017,8,dz2
9/1/2023,104.2283,23,dz2
9/2/2023,152.79092,7,dz9
9/2/2023,105.1286,23,dz2
9/2/2023,145.3215,8,dz4
9/2/2023,154.21765,23,dz9
9/2/2023,107.2497,8,dz2
9/2/2023,110.7212,18,dz8
9/2/2023,138.1878,8,dz7
9/2/2023,144.8561,23,dz4
9/3/2023,0,23,dz4
9/3/2023,111.7588,18,dz8
9/3/2023,0,8,dz4
9/3/2023,103.4883,23,dz2
9/3/2023,103.1068,8,dz2
9/4/2023,0,8,dz1
9/4/2023,0,7,dz6
9/4/2023,0,23,dz1
9/4/2023,0,8,dz4
9/4/2023,0,23,dz4
9/4/2023,0,8,dz7
9/4/2023,0,8,dz11
9/4/2023,113.8798,18,dz8
9/5/2023,0,7,dz6
9/5/2023,108.0279,18,dz8
9/5/2023,0,8,dz4
9/5/2023,0,8,dz11
9/5/2023,0,8,dz1
9/5/2023,0,23,dz4
9/5/2023,0,8,dz7
9/5/2023,0,23,dz1
9/6/2023,0,7,dz6
9/6/2023,0,8,dz1
9/6/2023,109.714,18,dz8
9/6/2023,0.007629627,23,dz1
9/6/2023,0,8,dz11
9/6/2023,0,8,dz4
9/6/2023,0,8,dz7
9/6/2023,0,23,dz4
9/7/2023,0,8,dz4
9/7/2023,0,7,dz6
9/7/2023,0,23,dz4
9/7/2023,110.683,18,dz8
9/7/2023,0.007629627,8,dz1
9/7/2023,0,8,dz7
9/7/2023,0.007629627,23,dz1
9/7/2023,0.007629627,8,dz11
9/8/2023,0,7,dz6
9/8/2023,0.007629627,23,dz1
9/8/2023,110.3015,18,dz8
9/8/2023,143.7803,8,dz4
9/8/2023,0,8,dz7
9/8/2023,105.6169,23,dz2
9/8/2023,0.007629627,8,dz11
9/8/2023,0.007629627,8,dz1
9/8/2023,141.3465,23,dz4
9/8/2023,105.1057,8,dz2
9/9/2023,0,7,dz6
9/9/2023,145.2986,8,dz4
9/9/2023,111.0034,18,dz8
9/9/2023,0,23,dz6
9/9/2023,105.8763,8,dz2
9/9/2023,142.7809,23,dz4
9/9/2023,106.1357,23,dz2
9/10/2023,111.4765,18,dz8
9/10/2023,0,7,dz6
9/10/2023,141.7203,8,dz4
9/10/2023,0,23,dz6
9/10/2023,103.3052,8,dz2
9/10/2023,141.0565,23,dz4
9/10/2023,106.8987,23,dz2
9/11/2023,0,8,dz7
9/11/2023,0,7,dz6
9/11/2023,0,23,dz6
9/11/2023,0.02288888,8,dz11
9/11/2023,0,23,dz2
9/11/2023,0,8,dz2
9/11/2023,0.03051851,23,dz1
9/11/2023,0.02288888,8,dz1
9/12/2023,0,8,dz11
9/12/2023,0,23,dz2
9/12/2023,0,8,dz2
9/12/2023,0,23,dz1
9/12/2023,0,7,dz6
9/12/2023,144.5204,23,dz4
9/12/2023,0,8,dz1
9/12/2023,0,23,dz6
9/12/2023,0,8,dz7
9/12/2023,140.6369,8,dz4
9/13/2023,0,7,dz6
9/13/2023,145.6954,8,dz4
9/13/2023,0,8,dz7
9/13/2023,0,8,dz2
9/13/2023,0,8,dz11
9/13/2023,0,8,dz1
9/13/2023,0,23,dz6
9/13/2023,139.3399,23,dz4
9/13/2023,0,23,dz2
9/13/2023,0,23,dz1
9/14/2023,0,8,dz1
9/14/2023,0,7,dz6
9/14/2023,138.8134,8,dz7
9/14/2023,152.08136,7,dz9
9/14/2023,0,23,dz1
9/14/2023,0,8,dz11
9/14/2023,0,8,dz2
9/14/2023,0,23,dz2
9/14/2023,8.934294,8,dz3
9/14/2023,0,23,dz6
9/14/2023,145.1842,8,dz4
9/14/2023,143.8948,23,dz4
9/14/2023,150.59358,23,dz9
9/15/2023,0,7,dz6
9/15/2023,0,23,dz6
9/15/2023,145.0011,8,dz4
9/15/2023,0,8,dz11
9/15/2023,146.46596,7,dz9
9/15/2023,143.9329,23,dz4
9/15/2023,0,8,dz2
9/15/2023,139.7442,8,dz7
9/15/2023,0,8,dz1
9/15/2023,154.0727,23,dz9
9/15/2023,9.170812,8,dz3
9/15/2023,0,23,dz1
9/15/2023,0,23,dz2
9/16/2023,0,8,dz1
9/16/2023,0,7,dz6
9/16/2023,0,8,dz11
9/16/2023,151.51677,7,dz9
9/16/2023,0,23,dz1
9/16/2023,139.1186,8,dz7
9/16/2023,9.086886,8,dz3
9/16/2023,0,8,dz2
9/16/2023,0,23,dz2
9/16/2023,142.9792,8,dz4
9/16/2023,145.497,23,dz4
9/16/2023,0,23,dz6
9/16/2023,153.02744,23,dz9
9/17/2023,145.7793,23,dz4
9/17/2023,0,8,dz11
9/17/2023,145.8022,8,dz4
9/17/2023,0,23,dz2
9/17/2023,12.42866,8,dz3
9/17/2023,0,23,dz1
9/17/2023,0,8,dz2
9/17/2023,0,8,dz1
9/18/2023,0,7,dz6
9/18/2023,0,23,dz1
9/18/2023,144.116,8,dz4
9/18/2023,0,23,dz2
9/18/2023,153.95062,7,dz9
9/18/2023,0,8,dz11
9/18/2023,12.68807,8,dz3
9/18/2023,154.93484,23,dz9
9/18/2023,0,8,dz2
9/18/2023,146.0311,23,dz4
9/18/2023,0,8,dz1
9/18/2023,0,23,dz6
9/18/2023,133.8542,8,dz7
9/19/2023,140.5377,23,dz4
9/19/2023,0,8,dz11
9/19/2023,142.7427,8,dz4
9/19/2023,0,23,dz2
9/19/2023,0,8,dz2
9/19/2023,12.74911,8,dz3
9/19/2023,0,8,dz1
9/19/2023,0,23,dz1
9/20/2023,0,23,dz1
9/20/2023,145.1231,8,dz4
9/20/2023,0,8,dz11
9/20/2023,0,8,dz2
9/20/2023,0,23,dz2
9/20/2023,0,8,dz1
9/20/2023,143.9406,23,dz4
9/20/2023,12.772,8,dz3
9/21/2023,0,8,dz11
9/21/2023,153.63017,7,dz9
9/21/2023,12.40577,8,dz3
9/21/2023,153.3784,23,dz9
9/21/2023,143.5133,8,dz4
9/21/2023,134.0831,8,dz7
9/21/2023,0,8,dz1
9/21/2023,143.643,23,dz4
9/21/2023,0,8,dz2
9/21/2023,0,23,dz1
9/21/2023,0,23,dz2
9/22/2023,156.07166,7,dz9
9/22/2023,0,23,dz1
9/22/2023,0,8,dz11
9/22/2023,0,8,dz1
9/22/2023,133.488,8,dz7
9/22/2023,9.361553,8,dz3
9/22/2023,0,8,dz2
9/22/2023,0,23,dz2
9/22/2023,0,8,dz4
9/22/2023,0,23,dz4
9/22/2023,153.35551,23,dz9
9/23/2023,12.13874,8,dz3
9/23/2023,154.92722,7,dz9
9/23/2023,0,23,dz4
9/23/2023,115.1006,8,dz7
9/23/2023,0,8,dz1
9/23/2023,0,8,dz11
9/23/2023,147.35863,23,dz9
9/23/2023,0,8,dz2
9/23/2023,0,23,dz2
9/23/2023,0,8,dz4
9/23/2023,0,23,dz1
9/24/2023,149.62462,23,dz9
9/24/2023,147.57225,7,dz9
9/24/2023,0,23,dz4
9/24/2023,0,8,dz11
9/24/2023,0,8,dz4
9/24/2023,0,8,dz7
9/24/2023,0,23,dz2
9/24/2023,0,8,dz1
9/24/2023,0,23,dz1
9/24/2023,0,8,dz2
9/24/2023,139.6985,23,dz3
9/24/2023,139.8053,8,dz3
9/25/2023,0,7,dz6
9/25/2023,155.81989,23,dz9
9/25/2023,0,8,dz11
9/25/2023,0,8,dz4
9/25/2023,154.78226,7,dz9
9/25/2023,0,23,dz4
9/25/2023,0,8,dz7
9/25/2023,0,8,dz2
9/25/2023,0,23,dz1
9/25/2023,139.8206,8,dz3
9/25/2023,0,23,dz2
9/25/2023,0,8,dz1
9/25/2023,139.9503,23,dz3
9/26/2023,0,23,dz4
9/26/2023,152.74513,7,dz9
9/26/2023,0,8,dz4
9/26/2023,0,7,dz6
9/26/2023,0,8,dz11
9/26/2023,0,8,dz2
9/26/2023,154.67543,23,dz9
9/26/2023,0,8,dz1
9/26/2023,104.8692,18,dz8
9/26/2023,139.3246,8,dz3
9/26/2023,0,23,dz1
9/26/2023,0,23,dz2
9/26/2023,139.1186,23,dz3
9/27/2023,0,8,dz11
9/27/2023,151.7075,7,dz9
9/27/2023,138.9966,8,dz3
9/27/2023,109.3326,18,dz8
9/27/2023,139.1491,23,dz3
9/27/2023,0,8,dz2
9/27/2023,0,23,dz1
9/27/2023,0,8,dz1
9/27/2023,0,23,dz2
9/27/2023,0,8,dz4
9/27/2023,0,23,dz4
9/27/2023,154.6144,23,dz9
9/28/2023,150.9064,7,dz9
9/28/2023,153.40129,23,dz9
9/28/2023,139.2941,8,dz3
9/28/2023,0,23,dz4
9/28/2023,0,8,dz4
9/28/2023,139.05,23,dz3
9/29/2023,155.21713,23,dz9
9/29/2023,156.49129,7,dz9
9/29/2023,143.2539,8,dz4
9/29/2023,107.9135,18,dz8
9/29/2023,138.0428,8,dz3
9/29/2023,0,8,dz7
9/29/2023,0,8,dz2
9/29/2023,143.6582,23,dz4
9/29/2023,0,23,dz2
9/29/2023,137.8521,23,dz3
9/30/2023,144.1389,23,dz4
9/30/2023,153.59966,7,dz9
9/30/2023,109.5309,18,dz8
9/30/2023,141.583,8,dz4
9/30/2023,155.07217,23,dz9
9/30/2023,0,8,dz2
9/30/2023,137.7377,23,dz3
9/30/2023,138.0352,8,dz3
9/30/2023,0,23,dz2
10/1/2023,154.13373,7,dz9
10/1/2023,138.0428,23,dz3
10/1/2023,137.2875,8,dz4
10/1/2023,107.9669,18,dz8
10/1/2023,137.4477,8,dz3
10/1/2023,0,23,dz2
10/1/2023,0,8,dz2
10/1/2023,141.7661,23,dz4
10/1/2023,147.21365,23,dz9
10/2/2023,138.5922,8,dz3
10/2/2023,152.95114,7,dz9
10/2/2023,0,8,dz11
10/2/2023,138.9355,23,dz3
10/2/2023,112.3234,18,dz8
10/2/2023,99.76501,23,dz2
10/2/2023,102.2446,8,dz2
10/2/2023,0,23,dz1
10/2/2023,0,8,dz1
10/2/2023,143.1471,23,dz4
10/2/2023,143.643,8,dz4
10/2/2023,154.06506,23,dz9
10/3/2023,138.1115,8,dz3
10/3/2023,110.4694,18,dz8
10/3/2023,104.77,23,dz2
10/3/2023,154.51521,7,dz9
10/3/2023,102.8626,8,dz2
10/3/2023,0,8,dz11
10/3/2023,0,23,dz1
10/3/2023,0,8,dz1
10/3/2023,138.2794,23,dz3
10/3/2023,141.9645,8,dz4
10/3/2023,154.82803,23,dz9
10/3/2023,144.8866,23,dz4
10/4/2023,152.63832,7,dz9
10/4/2023,0,8,dz11
10/4/2023,153.70647,23,dz9
10/4/2023,108.4017,18,dz8
10/4/2023,145.1613,8,dz4
10/4/2023,145.7488,23,dz4
10/4/2023,138.2565,8,dz3
10/4/2023,138.5998,23,dz3
10/4/2023,100.0473,8,dz2
10/4/2023,0,23,dz1
10/4/2023,0,8,dz1
10/4/2023,104.2894,23,dz2
10/5/2023,154.09558,7,dz9
10/5/2023,152.2492,23,dz9
10/5/2023,109.0808,18,dz8
10/5/2023,145.5657,8,dz4
10/5/2023,143.9482,23,dz4
10/5/2023,100.9857,8,dz2
10/5/2023,104.7014,23,dz2
10/5/2023,0,8,dz3
10/5/2023,0,23,dz3
10/6/2023,0,23,dz3
10/6/2023,153.26396,7,dz9
10/6/2023,144.612,8,dz4
10/6/2023,107.242,18,dz8
10/6/2023,144.1847,23,dz4
10/6/2023,104.8234,8,dz2
10/6/2023,152.66884,23,dz9
10/6/2023,0,8,dz3
10/6/2023,104.8692,23,dz2
10/7/2023,103.7553,23,dz2
10/7/2023,153.18765,7,dz9
10/7/2023,144.3831,8,dz4
10/7/2023,0,23,dz3
10/7/2023,104.8692,8,dz2
10/7/2023,143.9253,23,dz4
10/7/2023,0,8,dz3
